shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
Route_11,43.4397726868246,-3.8776655645296,190,7643
Route_11,43.439495956032,-3.87735263933864,191,7683
Route_11,43.4393257469835,-3.87723896690448,192,7704
Route_11,43.4392539103278,-3.87721321493894,193,7712
Route_11,43.4384697712837,-3.87731309439741,194,7800
Route_11,43.4383434408416,-3.87734833883467,195,7814
Route_11,43.438387034827,-3.87753431993834,196,7830
Route_11,43.4384399163639,-3.87768336535433,197,7843
Route_11,43.4385381935985,-3.8777836404177,198,7857
Route_11,43.439001524324,-3.87842054020019,199,7930
Route_11,43.4390370627516,-3.87848283881141,200,7936
Route_11,43.4392679192011,-3.87890631486769,201,7979
Route_11,43.4393743435447,-3.87911792371033,202,8000
Route_11,43.4397917944347,-3.8798653908008,203,8076
Route_11,43.4402644971306,-3.88045302723474,204,8147
Route_11,43.4406486873449,-3.88084167299784,205,8200
Route_11,43.44095203721,-3.88120443556168,206,8245
Route_11,43.4411573026336,-3.8814422042302,207,8274
Route_11,43.441443215788,-3.88173057540914,208,8314
Route_11,43.4416147543835,-3.88167128030654,209,8334
Route_11,43.441511810342,-3.88217643724144,210,8376
Route_11,43.4412023918232,-3.8837660330751,211,8509
Route_11,43.441041977548,-3.88471520772037,212,8588
Route_11,43.4409575050124,-3.88515883780956,213,8625
Route_11,43.4407998559981,-3.88574968573915,214,8676
Route_11,43.4406889443424,-3.88611878339446,215,8708
Route_11,43.440485890762,-3.88675839159829,216,8765
Route_11,43.4403380039855,-3.88725051644149,217,8808
Route_11,43.4401905948184,-3.88768086036406,218,8846
Route_11,43.44012613279,-3.8878652740149,219,8863
Route_11,43.440061670467,-3.88804968727038,220,8879
Route_11,43.4400429920732,-3.88813591351122,221,8887
Route_11,43.4400423201269,-3.88822240318193,222,8894
Route_11,43.4400237376091,-3.88829627367715,223,8900
Route_11,43.4399961517883,-3.88837001236275,224,8907
Route_11,43.4399416521736,-3.88843100001175,225,8915
Route_11,43.4398783413201,-3.88846714450471,226,8922
Route_11,43.4397883087627,-3.88846582673232,227,8932
