stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone
48641,PA190,CARDENAL HERRERA ORIA,Parada,43.4597023312563,-3.83390020959907,,,,,Europe/Madrid
48897,PA191,GENERAL DAVILA 125,Parada,43.4617310950416,-3.82880932783645,,,,,Europe/Madrid
49153,PA192,GENERAL DAVILA 117,Parada,43.4628339296383,-3.8248638247613,,,,,Europe/Madrid
36865,PA144,COLEGIO LA SALLE,Parada,43.4623787171477,-3.82377154097571,,,,,Europe/Madrid
37121,PA145,CAMILO ALONSO VEGA 19,Parada,43.4603287585349,-3.8257254506231,,,,,Europe/Madrid
44033,PA172,CAMILO ALONSO VEGA 9,Parada,43.4595045233259,-3.82645861288715,,,,,Europe/Madrid
49921,PA195,PALACIO DE EXPOSICIONES,Parada,43.4756330603032,-3.79157881528381,,,,,Europe/Madrid
56577,PA221,AVENIDA CANTABRIA 12,Parada,43.4789499120024,-3.7936361408818,,,,,Europe/Madrid
74241,PA290,AVENIDA CANTABRIA 28,Parada,43.4779058153997,-3.79649234226628,,,,,Europe/Madrid
51969,PA203,PADRE MENNI,Parada,43.4764050324835,-3.80251144409238,,,,,Europe/Madrid
